Stadt,Jahr,Vegetationsindex NE,Vegetationsindex NW,Vegetationsindex SE,Vegetationsindex SW,Niederschlag [mm],Lufttemperatur [K],Temperatur [K],Taupunkttemperatur [K],Maximum Temperatur [K],Minimum Temperatur [K],Niederschlag [kg/m*m],Relative Luftfeuchtigkeit [%],Spezifische Luftfeuchtigkeit [g/kg],Temperatur [°C],Maximum Temperatur [°C],Minimum Temperatur [°C],Dengue Fälle
iq,2002-03-11,0.32,0.26,0.27,0.3,92.84,298.54,299.96,296.7,308.8,294.5,160.1,91.22,18.36,27.85,35.7,21.0,10
sj,2002-03-11,0.04,0.05,0.2,0.25,0.0,297.09,297.11,292.25,299.4,294.0,7.8,74.43,13.78,25.46,28.9,20.6,6
iq,2002-03-18,0.25,0.18,0.27,0.3,41.96,298.36,300.15,296.24,309.2,293.8,46.9,89.78,17.8,26.95,34.5,21.6,7
sj,2002-03-18,0.07,0.13,0.22,0.19,40.27,297.59,297.73,293.08,299.2,296.3,11.8,76.17,14.53,25.84,30.0,22.2,12
iq,2002-03-25,0.23,0.25,0.23,0.24,61.18,297.95,299.24,296.81,305.8,294.1,92.4,94.17,18.44,26.95,33.3,20.6,10
sj,2002-03-25,0.15,0.17,0.28,0.25,0.0,297.99,298.08,293.22,299.8,295.6,0.6,74.92,14.63,25.79,30.0,20.6,6
iq,2002-04-01,0.21,0.27,0.2,0.23,110.42,296.41,297.21,296.11,303.6,293.9,127.9,98.46,17.68,26.1,32.3,20.7,5
sj,2002-04-01,0.18,0.32,0.32,0.32,0.0,298.28,298.48,293.54,300.8,296.3,2.2,75.22,14.97,26.76,32.8,22.2,6
sj,2002-04-08,-0.01,0.0,0.22,0.18,49.74,298.08,298.33,294.05,301.6,295.9,17.8,78.57,15.47,26.23,30.6,21.7,3
iq,2002-04-08,0.2,0.3,0.18,0.28,94.01,297.17,298.06,296.74,303.9,294.5,122.3,97.78,18.4,27.3,32.5,20.2,11
sj,2002-04-15,-0.03,0.04,0.13,0.11,50.67,298.32,298.44,294.83,300.8,296.2,55.1,81.14,16.21,27.11,32.2,22.8,7
iq,2002-04-15,0.27,0.2,0.2,0.27,75.98,296.86,297.7,296.35,303.3,294.1,187.8,97.24,17.93,26.3,31.4,20.8,8
sj,2002-04-22,0.14218700475435816,0.13057692307692306,0.2,0.18,0.0,297.04,297.03,292.06,299.5,294.8,22.4,73.84,13.64,25.46,30.0,21.7,6
iq,2002-04-22,0.27,0.21,0.19,0.19,109.49,297.76,298.92,296.31,305.0,294.4,49.8,92.62,17.94,27.2,34.6,20.3,18
iq,2002-04-29,0.27,0.26,0.25,0.27,45.59,297.58,298.81,296.63,305.2,293.9,96.1,95.25,18.22,27.27,33.3,21.7,13
sj,2002-04-29,-0.02,0.05,0.11,0.11,214.76,297.97,298.07,295.01,300.8,296.4,31.0,83.66,16.37,25.7,30.6,21.7,1
sj,2002-05-06,0.15,0.16,0.21,0.15,74.01,298.54,298.48,295.16,300.3,296.7,18.0,81.7,16.54,26.46,30.0,22.8,3
iq,2002-05-06,0.17,0.14,0.2,0.26,60.05,297.41,298.55,296.22,303.8,292.8,52.6,93.85,17.81,27.18576786978061,33.5,21.2,9
sj,2002-05-13,0.19,0.16,0.21,0.18,87.81,298.96,299.09,294.95,300.5,297.2,11.0,78.61,16.31,26.44,30.0,22.8,2
iq,2002-05-13,0.23,0.18,0.18,0.21,101.3,297.36,298.44,296.44,304.4,293.0,66.85,95.22,18.02,27.5,34.0,21.3,22
sj,2002-05-20,0.11,0.1,0.26,0.23,0.0,298.99,299.11,294.44,300.6,297.2,9.3,76.09,15.79,26.14,30.0,21.7,2
iq,2002-05-20,0.13,0.11,0.22,0.14,46.79,296.78,297.59,296.22,303.7,293.9,93.4,97.24,17.74,26.87,32.3,20.8,10
sj,2002-05-27,0.03,0.1,0.21,0.2,41.09,299.67,299.85,295.27,301.3,298.2,5.5,76.9,16.63,27.71,31.7,23.3,1
iq,2002-05-27,0.19,0.18,0.23,0.22,51.25,297.05,298.62,296.02,306.2,292.7,32.3,94.8,17.58,27.7,33.8,20.8,5
sj,2002-06-03,0.05,0.08,0.19,0.17,3.99,299.75,299.9,295.38,302.4,297.7,8.2,77.09,16.76,28.17,32.8,23.3,10
iq,2002-06-03,0.18,0.17,0.19,0.24,41.54,297.56,298.71,296.27,305.9,292.4,58.02,93.79,17.82,26.32,32.3,20.8,13
sj,2002-06-10,0.04,0.07,0.13,0.15,65.82,299.6,299.66,296.22,302.1,297.5,15.65,81.85,17.66,28.44,33.3,23.3,3
iq,2002-06-10,0.32,0.28,0.24,0.34,72.76,296.27,297.09,295.24,305.3,291.5,19.12,94.35,16.77,27.3,34.3,20.7,2
iq,2002-06-17,0.39,0.26,0.33,0.39,69.62,297.26,298.97,296.11,305.8,293.4,39.48,94.14,17.64,27.8,34.0,20.7,11
sj,2002-06-17,0.14218700475435816,0.06,0.11,0.11,84.35,299.89,299.96,296.34,302.2,297.8,17.55,81.04,17.77,28.46,33.3,24.4,3
iq,2002-06-24,0.22,0.17,0.21,0.23,39.16,296.81,297.51,293.87,306.4,288.4,22.95,85.74,15.41,26.23,33.0,18.8,11
sj,2002-06-24,0.14218700475435816,0.04,0.2,0.15,0.0,300.22,300.21,296.4,302.2,298.4,15.73,79.73,17.8,28.53,32.8,24.4,1
iq,2002-07-01,0.18,0.28,0.13,0.21,3.18,295.81,296.91,292.15,305.3,290.0,14.1,82.17,13.87,26.15,32.6,18.6,3
sj,2002-07-01,0.14218700475435816,0.12,0.21,0.2,5.94,299.86,299.95,295.99,301.8,298.0,24.1,79.51,17.36,27.59,31.7,22.8,1
sj,2002-07-08,-0.01,0.01,0.21,0.16,2.3,300.41,300.55,296.06,302.4,298.4,10.8,77.2,17.4,28.34,31.7,25.0,2
iq,2002-07-08,0.1,0.13,0.12,0.08,3.27,294.64,294.89,291.79,305.1,287.4,6.2,85.57,13.45,26.28,32.6,20.7,7
sj,2002-07-15,-0.02,0.02,0.25,0.21,22.49,300.08,300.13,296.07,301.8,298.2,11.65,78.75,17.43,28.16,32.2,23.3,6
iq,2002-07-15,0.22,0.24,0.15,0.21,5.71,295.88,297.04,292.95,307.1,291.2,8.7,85.67,14.46,26.13,32.3,20.3,7
iq,2002-07-22,0.11,0.07,0.11,0.12,63.0,296.44,297.74,293.33,306.3,290.6,8.3,84.67,14.82,25.4,30.1,20.1,4
sj,2002-07-22,0.14218700475435816,0.04,0.19,0.18,58.06,300.54,300.59,296.42,302.4,298.6,10.3,78.31,17.81,28.29,32.8,23.9,3
sj,2002-07-29,-0.07,-0.02,0.22,0.22,1.07,300.55,300.68,295.91,302.5,298.8,7.09,75.87,17.26,28.23,32.8,23.3,3
iq,2002-07-29,0.22,0.26,0.25,0.35,65.55,296.88,298.3,293.42,307.4,288.3,12.41,83.5,14.93,27.8,33.6,19.5,5
iq,2002-08-05,0.39,0.26,0.35,0.28,89.93,297.16,298.73,294.62,308.5,292.8,23.33,87.03,16.08,26.7,33.8,19.3,6
sj,2002-08-05,-0.08,0.03,0.14,0.1,44.7,300.43,300.53,296.99,303.0,298.7,47.12,81.62,18.45,28.49,32.8,24.4,5
sj,2002-08-12,-0.0,0.06,0.25,0.27,39.52,301.0,301.2,296.74,303.3,298.0,9.36,77.79,18.2,28.47,32.2,25.0,4
iq,2002-08-12,0.3,0.28,0.31,0.34,14.34,296.8,298.64,292.67,308.0,289.1,5.44,80.47,14.25,27.25,34.0,20.2,7
sj,2002-08-19,0.0,0.04,0.2,0.14,33.21,300.89,300.99,296.9,303.0,299.2,23.78,78.94,18.36,28.74,33.3,23.9,7
iq,2002-08-19,0.38,0.31,0.29,0.36,9.81,298.3,299.34,291.68,308.9,290.8,1.7,69.06,13.44,27.83,35.1,20.6,7
iq,2002-08-26,0.35,0.31,0.3,0.31,31.71,296.18,296.74,292.45,308.6,288.8,5.61,82.14,14.05,27.18576786978061,33.1,20.8,4
sj,2002-08-26,0.08,-0.08,0.21,0.17,22.89,300.77,300.84,296.8,302.9,298.8,39.62,79.09,18.25,28.0,32.8,23.3,6
iq,2002-09-02,0.3,0.27,0.25,0.32,38.8,298.41,299.99,293.87,310.3,291.6,10.7,77.77,15.41,27.4,35.1,20.9,9
sj,2002-09-02,0.0,-0.0,0.2,0.12,18.67,301.14,301.26,296.54,302.9,299.3,15.0,76.19,17.97,28.64,32.2,24.4,5
iq,2002-09-09,0.23,0.13,0.25,0.19,81.85,299.4,300.68,294.53,310.5,293.9,13.1,77.08,16.03,27.4,33.3,21.7,17
sj,2002-09-09,0.09,0.06,0.16,0.16,109.38,300.7,300.79,296.6,302.8,299.0,46.4,78.61,18.1,27.5,31.7,22.8,7
iq,2002-09-16,0.31,0.29,0.32,0.19,25.36,299.02,300.21,293.21,310.0,290.0,3.2,73.14,14.75,28.23,35.9,19.9,8
sj,2002-09-16,0.03,-0.03,0.23,0.24,7.92,301.22,301.41,296.72,303.7,299.1,10.9,76.68,18.19,29.16,34.4,24.4,6
iq,2002-09-23,0.33,0.35,0.34,0.38,11.49,300.32,301.04,292.27,311.2,291.8,0.8,64.69,13.97,28.9,36.6,21.5,22
sj,2002-09-23,0.14218700475435816,0.02,0.17,0.14,57.98,301.24,301.23,297.12,303.1,299.4,27.5,78.49,18.65,28.66,33.3,23.3,4
sj,2002-09-30,0.05,0.04,0.13,0.08,26.31,300.99,301.11,296.73,303.1,298.5,13.4,77.85,18.24,28.2,32.8,23.9,4
iq,2002-09-30,0.24,0.31,0.27,0.32,38.56,299.24,301.11,294.41,312.6,291.5,41.1,79.56,16.18,27.9,36.0,20.4,18
iq,2002-10-07,0.27,0.18,0.31,0.27,70.98,299.65,301.24,293.81,313.2,291.8,24.1,74.25,15.63,29.2,37.7,21.7,21
sj,2002-10-07,0.07,0.07,0.08,0.07,73.11,301.06,301.16,297.13,303.2,299.5,20.0,79.28,18.67,27.77,33.3,22.8,7
sj,2002-10-14,-0.05,-0.07,0.24,0.22,17.48,300.73,300.71,296.69,302.3,298.5,25.5,78.81,18.19,27.94,31.7,23.9,9
iq,2002-10-14,0.38,0.39,0.23,0.25,70.22,298.72,300.55,295.66,310.6,293.4,34.4,85.14,17.21,28.08,34.6,21.8,16
sj,2002-10-21,0.14218700475435816,0.04,0.13,0.19,91.69,300.47,300.6,296.48,302.5,298.6,23.5,78.95,17.95,27.54,32.2,23.3,5
iq,2002-10-21,0.2,0.16,0.26,0.23,21.96,298.3,299.71,295.59,308.8,292.1,40.7,87.0,17.19,28.0,34.2,22.0,31
sj,2002-10-28,-0.11,-0.11,0.23,0.21,9.5,300.55,300.53,296.64,302.3,298.8,27.0,79.22,18.1,27.99,33.3,23.9,5
iq,2002-10-28,0.23,0.21,0.3,0.22,48.94,297.33,298.15,294.96,304.5,292.5,35.4,87.72,16.49,27.95,36.0,21.8,25
sj,2002-11-04,0.01,-0.03,0.2,0.18,33.29,300.52,300.55,296.24,302.4,298.4,34.7,77.62,17.69,27.54,31.7,23.3,10
iq,2002-11-04,0.33,0.29,0.29,0.32,89.77,298.52,300.24,296.9,307.3,294.9,39.7,91.94,18.6,27.18576786978061,34.1,22.5,28
iq,2002-11-11,0.31,0.28,0.29,0.36,95.47,297.54,298.66,296.64,306.5,293.9,124.2,95.29,18.27,28.3,33.8,22.6,26
sj,2002-11-11,0.26,0.11,0.29,0.32,14.05,300.44,300.65,295.85,302.4,298.9,9.5,76.17,17.27,27.39,31.1,23.3,6
iq,2002-11-18,0.24,0.2,0.21,0.16,91.36,297.17,298.02,296.32,306.6,293.9,91.33,96.05,17.91,27.6,33.6,21.4,18
sj,2002-11-18,0.15,-0.0,0.28,0.25,0.0,300.55,300.76,295.45,302.3,298.7,7.6,73.78,16.82,27.31,31.1,22.8,13
sj,2002-11-25,0.14218700475435816,-0.12,0.22,0.19,100.94,299.98,299.89,295.94,302.1,298.2,32.3,78.61,17.34,27.21,32.2,23.3,6
iq,2002-11-25,0.25,0.28,0.22,0.3,61.69,297.38,298.83,296.78,305.9,294.4,85.8,96.84,18.42,27.35,33.5,21.7,27
iq,2002-12-02,0.31,0.29,0.29,0.26,60.15,298.35,299.89,297.07,309.5,292.0,56.92,93.4,18.78,28.1,34.0,22.0,11
sj,2002-12-02,-0.01,-0.04,0.28,0.29,11.61,300.05,300.13,296.09,302.3,297.8,22.77,78.96,17.51,26.99,32.2,21.7,5
iq,2002-12-09,0.3,0.25,0.34,0.35,49.69,298.32,299.66,296.49,306.8,294.3,49.2,90.66,18.11,28.5,33.7,22.9,38
sj,2002-12-09,-0.24,-0.12,0.28,0.25,0.0,300.17,300.31,295.21,302.0,298.0,5.9,74.37,16.58,26.43,31.1,21.7,5
iq,2002-12-16,0.27,0.14,0.29,0.19,35.02,297.88,298.95,296.39,307.4,294.2,30.89,92.61,18.0,27.65,34.0,22.9,29
sj,2002-12-16,-0.17,-0.07,0.2,0.17,7.32,299.89,299.93,294.98,301.4,298.3,7.45,74.52,16.33,26.07,30.0,21.7,9
sj,2002-12-23,-0.04,-0.13,0.19,0.21,0.0,299.38,299.6,294.58,301.2,297.7,8.3,74.94,15.92,25.93,30.6,21.7,3
iq,2002-12-23,0.25,0.18,0.27,0.21,25.73,297.82,299.06,296.63,306.0,294.8,24.3,93.85,18.26,27.98,34.0,23.3,21
iq,2002-12-30,0.12,0.14,0.17,0.19,151.73,297.87,299.17,296.63,305.7,293.8,54.7,93.41,18.24,27.98,33.8,21.9,11
sj,2002-12-30,0.04,-0.25,0.24,0.14,6.58,298.64,298.81,294.81,301.1,296.7,19.7,79.48,16.16,25.7,29.4,22.2,6
iq,2003-01-06,0.32,0.3,0.33,0.32,46.91,299.38,300.82,295.87,308.6,293.1,28.3,84.06,17.45,28.45,34.4,22.4,10
sj,2003-01-06,-0.07,-0.05,0.23,0.18,0.0,298.04,298.09,294.38,300.3,295.8,20.5,80.31,15.85,25.06,28.9,21.1,11
iq,2003-01-13,0.49,0.4,0.41,0.47,11.77,297.68,299.17,295.94,308.6,291.5,33.6,91.56,17.5,28.93,35.0,22.1,5
sj,2003-01-13,-0.2,-0.07,0.18,0.18,0.0,298.62,298.72,294.6,300.7,296.8,36.6,78.67,15.94,25.46,30.0,21.1,7
iq,2003-01-20,0.3,0.17,0.29,0.3,60.46,296.92,298.61,295.9,305.2,293.4,27.9,94.37,17.43,28.0,33.3,22.5,6
sj,2003-01-20,0.05,0.01,0.29,0.23,0.0,298.86,299.12,294.22,301.1,296.0,2.5,75.7,15.59,25.73,31.1,20.6,7
iq,2003-01-27,0.22,0.26,0.21,0.29,84.05,298.13,299.56,295.0,307.7,291.6,8.8,84.46,16.51,28.4,34.2,23.0,2
sj,2003-01-27,0.05,0.07,0.18,0.16,0.0,299.04,299.35,294.27,301.0,297.4,3.6,75.02,15.6,25.69,30.6,21.1,15
iq,2003-02-03,0.17,0.14,0.19,0.18,35.05,299.49,300.24,294.01,310.0,292.5,6.26,74.88,15.59,28.6,35.4,22.5,1
sj,2003-02-03,0.02,0.05,0.08,0.1,0.0,298.18,298.36,294.34,301.1,296.4,32.3,79.52,15.7,25.33,30.6,20.6,9
iq,2003-02-10,0.19,0.09,0.14,0.16,56.36,297.22,298.4,296.22,304.9,292.0,170.6,94.55,17.85,26.6,33.8,22.4,2
sj,2003-02-10,0.06,0.07,0.19,0.17,25.2,298.21,298.32,294.26,300.9,296.4,18.4,78.84,15.63,25.2,29.4,21.1,6
iq,2003-02-17,0.31,0.23,0.25,0.29,70.63,296.59,297.67,295.52,302.9,293.2,38.7,94.35,17.02,26.75,33.2,22.4,2
sj,2003-02-17,0.14218700475435816,-0.1,0.19,0.22,68.17,298.37,298.44,294.58,300.3,296.3,33.6,79.72,15.91,25.4,29.4,21.7,6
iq,2003-02-24,0.13,0.14,0.1,0.13,25.03,298.57,300.1,296.39,308.6,292.5,41.1,89.97,18.02,27.18576786978061,32.4,23.3,3
sj,2003-02-24,0.0,-0.03,0.16,0.16,0.0,298.78,299.0,294.03,300.9,297.3,9.7,75.08,15.37,25.59,30.6,20.6,6
sj,2003-03-03,-0.03,-0.0,0.13,0.16,0.0,298.67,298.84,293.85,300.6,296.9,7.2,74.73,15.19,25.63,30.0,21.1,7
iq,2003-03-03,0.3,0.24,0.23,0.21,132.2,299.35,300.51,296.41,308.6,294.4,53.6,86.01,18.04,29.4,35.0,22.9,5
sj,2003-03-10,-0.21,-0.14,0.32,0.3,0.0,298.74,298.99,293.48,300.7,296.9,0.5,72.69,14.87,25.29,29.4,20.6,10
iq,2003-03-10,0.17,0.14,0.23,0.19,63.71,297.51,298.89,295.94,306.6,294.3,134.46,92.47,17.5,27.95,32.9,22.9,1
sj,2003-03-17,0.03,0.05,0.1,0.14,0.0,299.0,299.27,294.11,300.9,297.1,2.7,74.61,15.49,26.54,31.1,21.7,8
iq,2003-03-17,0.2,0.19,0.16,0.16,47.97,296.68,297.64,295.94,305.9,292.4,186.8,96.17,17.52,26.7,32.0,22.1,4
iq,2003-03-24,0.21,0.23,0.22,0.25,109.04,297.89,299.17,296.63,308.9,293.4,362.03,93.63,18.25,27.6,33.5,22.7,2
sj,2003-03-24,-0.05,0.01,0.16,0.18,0.0,298.88,299.06,293.48,300.8,297.4,1.8,72.14,14.88,26.46,31.1,21.7,7
sj,2003-03-31,-0.12,-0.09,0.15,0.19,0.0,298.75,299.04,293.8,301.6,296.3,7.3,74.33,15.22,26.93,32.2,22.8,12
iq,2003-03-31,0.15,0.27,0.13,0.21,93.61,298.64,300.39,296.82,308.1,294.3,44.5,91.59,18.48,30.8,42.2,21.8,4
iq,2003-04-07,0.25,0.26,0.21,0.29,89.38,298.08,299.64,296.64,307.5,292.9,44.72,93.01,18.28,28.26,34.2,22.6,0
sj,2003-04-07,0.09,-0.05,0.13,0.12,0.0,298.9,299.04,294.33,301.9,296.8,7.5,76.13,15.73,26.7,33.3,22.2,3
iq,2003-04-14,0.21,0.18,0.19,0.21,78.59,298.08,298.97,297.36,305.9,293.9,86.23,96.27,19.08,28.18,34.5,22.9,0
sj,2003-04-14,0.13,0.1,0.15,0.14,38.52,298.33,298.41,294.54,301.1,296.1,43.64,79.64,15.9,26.4,32.2,22.8,2
sj,2003-04-21,0.14218700475435816,-0.0,0.07,0.1,5.96,298.7,298.77,295.01,301.3,296.8,23.5,80.24,16.38,26.43,31.7,22.8,7
iq,2003-04-21,0.27,0.22,0.2,0.26,51.14,296.75,297.52,295.99,304.0,293.2,43.85,95.99,17.53,27.72,34.2,22.4,0
sj,2003-04-28,-0.08,-0.13,0.15,0.16,389.6,298.45,298.42,295.48,301.4,296.3,111.7,83.75,16.89,25.36,30.6,20.6,5
iq,2003-04-28,0.32,0.25,0.29,0.29,77.34,297.99,299.48,296.5,306.3,293.4,56.6,92.55,18.16,28.2,33.9,21.8,0
sj,2003-05-05,0.07,0.04,0.25,0.21,26.56,299.19,299.4,295.45,302.3,296.8,15.2,80.07,16.83,26.93,32.2,23.3,5
iq,2003-05-05,0.44,0.38,0.26,0.33,65.43,296.69,297.59,296.16,304.5,294.0,247.6,97.28,17.69,27.2,32.9,22.7,1
sj,2003-05-12,-0.05,0.07,0.27,0.24,16.65,300.04,300.21,295.18,302.2,298.3,1.5,74.81,16.52,27.64,32.8,23.3,7
iq,2003-05-12,0.2,0.15,0.18,0.15,138.05,296.45,297.96,295.7,305.2,292.9,59.5,96.14,17.22,28.35,33.6,23.4,1
iq,2003-05-19,0.25,0.18,0.26,0.27,84.16,294.92,295.24,294.57,301.5,290.1,95.3,98.13,16.09,27.0,32.5,22.0,1
sj,2003-05-19,0.01,-0.04,0.17,0.17,10.86,299.58,299.73,294.6,301.5,297.7,7.7,74.23,15.93,26.9,31.1,22.8,7
iq,2003-05-26,0.19,0.17,0.18,0.17,23.7,295.88,296.84,295.04,304.1,291.6,34.56,95.85,16.52,27.47,32.5,22.3,1
sj,2003-05-26,0.14218700475435816,0.0,0.15,0.12,60.93,299.63,299.71,295.18,301.5,298.0,13.76,76.7,16.57,27.06,31.1,22.8,7
sj,2003-06-02,-0.05,-0.01,0.2,0.18,111.7,299.51,299.69,296.02,301.8,297.0,28.3,81.29,17.42,27.76,32.2,22.8,7
iq,2003-06-02,0.24,0.2,0.25,0.25,166.52,297.65,298.97,296.08,306.1,293.3,113.8,92.46,17.62,27.7,35.0,22.4,1
sj,2003-06-09,0.14218700475435816,0.06,0.2,0.18,9.1,300.09,300.34,295.56,302.4,298.2,1.6,76.33,16.9,27.97,32.2,22.8,10
iq,2003-06-09,0.24,0.12,0.19,0.21,70.25,296.59,297.76,296.13,303.9,294.2,40.7,97.62,17.65,27.2,33.4,22.4,2
sj,2003-06-16,0.05,0.06,0.11,0.1,18.25,299.75,299.84,295.4,301.6,297.8,20.1,77.14,16.76,27.4,31.1,22.8,13
iq,2003-06-16,0.31,0.35,0.27,0.28,98.72,296.84,297.81,296.12,303.4,292.8,61.8,96.22,17.67,27.7,33.2,21.6,3
iq,2003-06-23,0.32,0.28,0.35,0.27,47.15,296.01,296.76,293.98,304.9,291.0,5.56,90.05,15.48,27.52,33.5,21.8,4
sj,2003-06-23,0.07,0.05,0.17,0.14,39.21,299.89,300.01,295.63,301.6,297.9,21.81,77.73,17.02,27.47,30.6,23.9,10
iq,2003-06-30,0.19,0.23,0.17,0.19,88.88,295.39,296.36,294.54,303.7,291.8,38.1,95.58,15.99,26.95,32.7,21.9,6
sj,2003-06-30,-0.18,-0.05,0.12,0.16,17.92,299.91,300.14,296.35,301.9,298.5,18.4,80.98,17.75,28.03,32.2,24.4,14
iq,2003-07-07,0.26,0.17,0.31,0.26,61.09,295.13,295.99,294.04,305.5,291.7,42.5,94.13,15.51,25.87,33.8,21.7,2
sj,2003-07-07,-0.09,0.03,0.21,0.21,0.0,300.36,300.5,296.36,302.0,298.4,5.8,78.93,17.74,28.64,32.8,24.4,11
sj,2003-07-14,0.14218700475435816,0.3,0.19,0.18,10.83,299.93,299.96,296.1,301.8,298.1,44.04,79.66,17.49,28.04,31.7,23.9,20
iq,2003-07-14,0.18,0.16,0.15,0.16,53.58,296.94,298.31,294.15,307.3,291.4,13.55,86.66,15.62,27.08,33.2,20.7,2
iq,2003-07-21,0.19,0.17,0.16,0.23,65.2,296.79,298.17,293.64,306.6,287.3,27.06,85.61,15.3,27.67,33.4,17.4,5
sj,2003-07-21,-0.06,-0.11,0.22,0.19,62.57,300.15,300.34,296.32,301.7,298.4,21.9,79.74,17.72,27.47,31.7,21.7,25
sj,2003-07-28,0.1,0.07,0.16,0.16,0.0,300.5,300.49,296.29,302.6,298.2,13.4,77.8,17.66,28.14,32.8,23.3,17
iq,2003-07-28,0.29,0.16,0.29,0.28,2.64,296.49,298.04,291.85,305.4,289.2,6.39,77.8,13.56,26.47,32.1,18.0,1
sj,2003-08-04,0.05,-0.04,0.16,0.19,41.92,300.13,300.3,296.89,301.8,298.9,46.9,82.6,18.34,27.87,31.7,24.4,18
iq,2003-08-04,0.21,0.16,0.17,0.22,24.64,296.82,298.36,293.18,306.9,291.2,12.0,82.27,14.69,27.22,32.4,21.3,1
iq,2003-08-11,0.24,0.17,0.22,0.23,89.28,297.66,298.55,293.05,308.2,290.8,6.5,77.86,14.58,27.85,34.2,21.3,0
sj,2003-08-11,0.08,0.04,0.21,0.21,28.0,300.38,300.57,296.79,302.1,298.8,22.5,80.84,18.22,28.07,31.7,25.0,25
sj,2003-08-18,0.03,0.03,0.22,0.2,11.37,300.51,300.58,296.69,302.5,298.8,29.1,79.79,18.15,27.93,32.2,24.4,21
iq,2003-08-18,0.25,0.17,0.23,0.26,52.47,297.34,298.27,294.12,307.0,291.3,21.0,83.93,15.59,27.4,34.4,21.7,0
sj,2003-08-25,0.07,0.05,0.16,0.16,42.46,300.77,300.79,296.61,302.8,298.9,31.0,78.25,18.06,28.14,32.2,23.9,31
iq,2003-08-25,0.43,0.36,0.36,0.39,45.38,297.37,298.86,293.51,308.1,292.0,35.1,81.94,15.01,27.75,34.0,20.0,0
sj,2003-09-01,0.14218700475435816,0.1,0.2,0.16,98.68,300.67,300.73,297.05,302.8,298.7,50.86,80.8,18.57,27.91,31.7,23.3,32
iq,2003-09-01,0.25,0.21,0.25,0.27,29.51,297.88,299.67,294.93,306.6,291.2,18.03,85.73,16.45,28.0,34.4,21.4,0
iq,2003-09-08,0.34,0.29,0.21,0.27,8.84,297.38,298.44,290.97,309.5,289.1,33.5,70.93,12.95,26.65,33.9,18.5,2
sj,2003-09-08,0.14218700475435816,0.13057692307692306,0.2,0.24,86.4,300.63,300.75,297.42,302.7,298.7,63.0,82.78,18.97,27.69,31.7,24.4,26
iq,2003-09-15,0.22,0.2,0.2,0.27,36.42,298.83,300.19,293.93,310.2,292.0,6.0,76.53,15.45,27.83,34.3,21.0,0
sj,2003-09-15,0.09,-0.01,0.24,0.24,16.81,300.97,301.23,297.11,303.7,299.0,12.5,79.7,18.64,28.73,34.4,25.0,35
iq,2003-09-22,0.36,0.26,0.32,0.39,55.73,296.95,297.71,293.68,310.6,288.2,115.2,85.03,15.31,27.8,35.3,16.8,3
sj,2003-09-22,-0.09,0.09,0.25,0.22,38.7,301.14,301.4,296.78,304.3,298.8,13.9,77.37,18.3,28.87,34.4,25.0,28
iq,2003-09-29,0.4,0.35,0.33,0.39,100.55,298.14,299.29,295.74,307.9,293.0,53.36,88.12,17.26,28.03,34.7,21.8,0
sj,2003-09-29,-0.09,0.1,0.25,0.21,99.61,300.79,300.91,297.12,303.3,298.7,26.59,80.53,18.68,28.04,33.9,22.2,37
sj,2003-10-06,0.14218700475435816,0.02,0.22,0.21,78.94,301.19,301.41,297.27,303.5,299.5,11.0,79.36,18.82,28.6,32.2,25.0,41
iq,2003-10-06,0.25,0.24,0.23,0.23,74.6,299.36,300.7,295.83,310.6,292.9,253.3,83.68,17.45,28.58,35.5,21.8,0
sj,2003-10-13,0.02,0.03,0.16,0.11,0.61,300.93,301.1,296.38,303.2,299.2,6.3,76.44,17.88,28.1,31.7,24.4,34
iq,2003-10-13,0.18,0.2,0.23,0.23,38.3,297.92,299.89,296.31,309.0,292.5,42.5,92.17,17.91,27.2,35.7,22.3,0
sj,2003-10-20,0.02,0.04,0.24,0.27,118.5,300.68,300.83,296.94,302.9,298.3,97.7,80.25,18.49,27.13,32.2,22.8,30
iq,2003-10-20,0.28,0.23,0.28,0.29,44.16,298.16,299.35,296.2,305.6,293.8,34.6,90.34,17.8,28.3,34.4,22.9,2
sj,2003-10-27,-0.04,0.06,0.17,0.13,20.44,301.09,301.16,296.79,302.9,299.0,10.7,77.53,18.3,28.03,32.8,23.9,39
iq,2003-10-27,0.48,0.38,0.42,0.43,39.52,298.96,300.68,296.22,311.2,294.6,41.2,87.37,17.9,27.98,34.5,20.7,2
sj,2003-11-03,0.09,0.0,0.09,0.09,96.7,300.95,301.11,296.65,303.4,298.6,17.08,77.56,18.16,27.8,33.3,23.9,39
iq,2003-11-03,0.13,0.13,0.12,0.12,32.47,300.04,300.84,295.3,310.1,292.3,6.1,77.78,16.87,28.73,35.5,22.8,3
sj,2003-11-10,0.14218700475435816,0.16,0.14,0.12,79.96,300.16,300.24,296.0,302.7,297.5,35.9,78.08,17.47,27.37,32.8,22.2,39
iq,2003-11-10,0.39,0.33,0.39,0.42,105.14,298.14,299.96,295.74,310.8,292.3,85.3,88.48,17.39,27.6,34.0,21.9,3
iq,2003-11-17,0.32,0.32,0.25,0.32,31.08,298.37,300.17,295.65,308.4,290.9,36.4,86.76,17.29,28.5,35.5,20.8,3
sj,2003-11-17,0.07,0.06,0.07,0.07,97.28,300.05,300.05,296.67,301.7,298.3,92.1,81.83,18.16,27.16,31.7,22.8,34
iq,2003-11-24,0.26,0.28,0.25,0.3,123.63,298.68,300.11,296.73,307.0,294.8,40.8,90.88,18.38,27.9,36.0,22.4,1
